Concelho;Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cid;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Total;Protec da qualidade do ar e clima;Gest de aguas residuais;Gestao de residuos;Protecao e recuperacao dos solos, de aguas subterraneas e superficiais;Protecao contra o ruido e vibracoes;Protecao da biodiversidade e paisagem;Outros dominios;Habitao;Outros fins;Total Custos;Violncia domstica contra cnjuge ou analogos;Furto em veiculo motorizado;Furto em residencia;Furto em edificio comercial ou industrial
Montemor-o-Velho;12654.0;271.0;0.0;0.0;0.0;0.0;0.0;555.0;0.0;1498.0;0.0;0.0;0.0;0.0;4861.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5469.0;0.0;0.0;0.0;a>b>c>d>e;21.8;0.0;0.0;15.6;0.0;0.0;5.4;148376.0;87926.0;60451.0;627.0;57.0;29.0;39.0
Mort•À_gua;5523.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;0.0;2563.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2451.0;0.0;0.0;0.0;b>a>c>d>e;87.0;0.0;0.0;41.7;0.0;0.0;44.8;83749.0;46617.0;37131.0;194.0;15.0;6.0;14.0
Oliveira do Hospital;11952.0;0.0;512.0;0.0;0.0;0.0;0.0;0.0;0.0;347.0;0.0;0.0;0.0;2714.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8379.0;0.0;0.0;0.0;b>a>c>d>e;40.6;0.0;0.0;27.0;0.0;0.0;13.6;148128.0;96364.0;51765.0;405.0;50.0;16.0;32.0
Pampilhosa da Serra;2704.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;2363.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;312.0;0.0;0.0;0.0;a>b>c>d>e;19.8;0.0;0.0;19.8;0.0;0.0;0.0;29763.0;20583.0;9180.0;91.0;6.0;0.0;0.0
Penacova;8070.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;502.0;0.0;0.0;0.0;0.0;3178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4390.0;0.0;0.0;0.0;a>b>c>d>e;29.2;0.0;0.0;22.7;0.0;0.0;6.5;83163.0;60920.0;22243.0;351.0;26.0;29.0;15.0
Penela;3185.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;0.0;0.0;1723.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;b>a>c>d>e;145.0;0.0;0.0;44.7;0.0;0.0;100.4;30535.0;22680.0;7855.0;218.0;13.0;18.0;25.0
Soure;10077.0;0.0;0.0;0.0;0.0;0.0;851.0;0.0;0.0;1063.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3960.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4203.0;0.0;0.0;0.0;a>b>c>d>e;31.0;0.0;0.0;22.1;0.0;0.0;8.9;76959.0;51318.0;25641.0;383.0;29.0;13.0;37.0
T•À_bua;6255.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;514.0;0.0;0.0;0.0;0.0;1902.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3839.0;0.0;0.0;0.0;a>b>c>d>e;34.6;0.0;0.0;20.4;0.0;0.0;14.2;79291.0;46097.0;33194.0;341.0;32.0;12.0;21.0
Vila Nova de Poiares;3525.0;0.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0;1283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2048.0;0.0;0.0;0.0;b>a>c>d>e;19.4;0.0;0.0;19.4;0.0;0.0;0.0;47852.0;30114.0;17738.0;221.0;19.0;13.0;11.0
Alvai•À_zere;4082.0;0.0;724.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;2503.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;810.0;0.0;0.0;0.0;b>a>c>d>e;31.1;0.0;0.0;19.3;1.5;0.0;10.1;49831.0;30064.0;19767.0;192.0;9.0;12.0;31.0
Ansi•À_o;6940.0;0.0;228.0;0.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;3641.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2851.0;0.0;0.0;0.0;b>a>c>d>e;17.8;0.0;0.0;17.8;0.0;0.0;0.0;110674.0;68415.0;42259.0;266.0;17.0;7.0;25.0
Batalha;6576.0;0.0;863.0;0.0;0.0;0.0;0.0;0.0;0.0;303.0;0.0;0.0;0.0;4210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;b>a>c>d>e;57.2;0.0;0.0;47.3;0.0;0.0;9.9;217645.0;108467.0;109178.0;542.0;24.0;58.0;57.0
Castanheira de P•À_ra;1954.0;0.0;70.0;0.0;0.0;0.0;311.0;0.0;0.0;34.0;0.0;0.0;0.0;634.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;905.0;0.0;0.0;0.0;b>a>c>d>e;25.1;0.0;0.0;25.1;0.0;0.0;0.0;0.0;0.0;0.0;113.0;10.0;6.0;5.0
Figueir•À_ dos Vinhos;4002.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;1764.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1783.0;0.0;0.0;0.0;b>a>c>d>e;48.9;0.0;0.0;26.7;0.0;0.0;22.2;40099.0;24970.0;15128.0;202.0;10.0;13.0;13.0
Leiria;48900.0;1865.0;2639.0;0.0;0.0;0.0;0.0;0.0;0.0;2495.0;0.0;0.0;0.0;15735.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26166.0;0.0;0.0;0.0;b>a>c>d>e;48.1;0.0;0.0;44.6;0.0;0.1;3.2;2353722.0;968148.0;1385574.0;3705.0;224.0;256.0;333.0
Marinha Grande;14607.0;442.0;169.0;0.0;0.0;0.0;3646.0;0.0;0.0;3925.0;0.0;0.0;0.0;1680.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4745.0;0.0;0.0;0.0;a>b>c>d>e;45.8;0.0;0.0;36.9;0.6;0.0;7.5;447164.0;311236.0;135929.0;1357.0;109.0;94.0;92.0
Pedr•À_g•À_o Grande;2185.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;1309.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;846.0;0.0;0.0;0.0;a>b>c>d>e;22.8;0.0;0.0;22.8;0.0;0.0;0.0;28478.0;17933.0;10544.0;161.0;12.0;4.0;13.0
Pombal;22535.0;0.0;1528.0;0.0;0.0;0.0;0.0;0.0;0.0;789.0;0.0;0.0;0.0;13598.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6620.0;0.0;0.0;0.0;b>a>c>d>e;30.5;0.0;0.0;24.6;0.0;0.0;5.3;599872.0;311806.0;288066.0;1346.0;73.0;47.0;142.0
Porto de M•À_s;11279.0;0.0;466.0;0.0;0.0;0.0;0.0;0.0;0.0;459.0;0.0;0.0;0.0;3371.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6983.0;0.0;0.0;0.0;b>a>c>d>e;43.6;0.0;0.0;37.0;0.0;0.0;6.5;295418.0;152212.0;143206.0;603.0;28.0;29.0;79.0
Aguiar da Beira;4214.0;0.0;0.0;0.0;0.0;0.0;2231.0;0.0;0.0;34.0;0.0;0.0;0.0;1949.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;a>b>c>d>e;47.9;0.0;0.0;36.5;0.0;0.0;11.4;52941.0;31648.0;21293.0;110.0;5.0;0.0;3.0
Carregal do Sal;5137.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1858.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2882.0;0.0;0.0;0.0;b>a>c>d>e;47.4;0.0;0.0;31.3;0.0;0.0;16.1;71807.0;49850.0;21957.0;318.0;24.0;7.0;14.0
Castro Daire;9389.0;0.0;392.0;0.0;0.0;0.0;0.0;0.0;0.0;151.0;0.0;0.0;0.0;3508.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5338.0;0.0;0.0;0.0;b>a>c>d>e;57.2;0.0;0.0;41.6;0.0;0.0;15.0;95470.0;71556.0;23914.0;304.0;12.0;15.0;32.0
Mangualde;10548.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;347.0;0.0;0.0;0.0;0.0;3016.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7185.0;0.0;0.0;0.0;a>b>c>d>e;101.7;0.0;0.0;95.8;0.0;0.0;5.9;171897.0;114943.0;56954.0;543.0;31.0;28.0;23.0
Nelas;7336.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.0;0.0;0.0;0.0;0.0;3490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3503.0;0.0;0.0;0.0;a>b>c>d>e;20.6;0.0;0.0;8.1;0.0;0.0;12.5;105282.0;75883.0;29399.0;345.0;13.0;15.0;14.0
Oliveira de Frades;5416.0;225.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;158.0;0.0;0.0;0.0;0.0;4125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;908.0;0.0;0.0;0.0;a>b>c>d>e;76.6;0.0;0.0;65.9;0.0;0.0;10.7;105387.0;60715.0;44673.0;256.0;20.0;7.0;13.0
Penalva do Castelo;5211.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;178.0;0.0;0.0;0.0;0.0;2265.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2768.0;0.0;0.0;0.0;a>b>c>d>e;30.9;0.0;0.0;24.7;0.0;0.0;6.2;47568.0;34269.0;13299.0;136.0;11.0;0.0;7.0
Santa Comba D•À_o;6300.0;0.0;307.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;2657.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3248.0;0.0;0.0;0.0;b>a>c>d>e;32.1;0.0;0.0;32.1;0.0;0.0;0.0;55605.0;37915.0;17690.0;250.0;23.0;16.0;15.0
S•À_o Pedro do Sul;10622.0;146.0;0.0;0.0;0.0;0.0;732.0;0.0;0.0;82.0;0.0;0.0;0.0;4164.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5498.0;0.0;0.0;0.0;a>b>c>d>e;52.2;0.0;0.0;44.9;0.0;0.0;4.7;77754.0;49134.0;28620.0;344.0;21.0;17.0;33.0
S•À_t•À_o;7092.0;0.0;281.0;0.0;0.0;0.0;0.0;0.0;0.0;217.0;0.0;0.0;0.0;4096.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2498.0;0.0;0.0;0.0;b>a>c>d>e;30.8;0.0;0.0;30.8;0.0;0.0;0.0;66241.0;49018.0;17223.0;223.0;11.0;5.0;11.0
Tondela;15079.0;0.0;1572.0;0.0;0.0;0.0;0.0;0.0;0.0;598.0;0.0;0.0;0.0;8720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4189.0;0.0;0.0;0.0;b>a>c>d>e;43.2;0.0;0.0;37.3;0.0;0.0;5.9;223350.0;136574.0;86775.0;582.0;39.0;30.0;37.0
Vila Nova de Paiva;3240.0;0.0;264.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;1026.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1891.0;0.0;0.0;0.0;b>a>c>d>e;59.5;0.0;0.0;59.5;0.0;0.0;0.0;30371.0;19718.0;10653.0;124.0;6.0;0.0;31.0
Viseu;41811.0;1752.0;4414.0;0.0;0.0;0.0;0.0;0.0;0.0;1857.0;0.0;0.0;0.0;21402.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12386.0;0.0;0.0;0.0;b>a>c>d>e;50.8;0.4;0.0;41.3;0.0;0.0;8.7;1845722.0;736814.0;1108909.0;3153.0;248.0;285.0;124.0
Vouzela;6414.0;223.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;0.0;0.0;0.0;3329.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2606.0;0.0;0.0;0.0;a>b>c>d>e;93.5;0.1;0.0;31.2;0.0;0.0;56.9;43014.0;27170.0;15844.0;249.0;20.0;3.0;16.0
Castelo Branco;24116.0;665.0;777.0;0.0;0.0;0.0;0.0;0.0;0.0;1363.0;0.0;0.0;0.0;5207.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16104.0;0.0;0.0;0.0;b>a>c>d>e;8.1;0.0;0.0;0.0;0.0;0.0;8.1;709536.0;416975.0;292560.0;1599.0;144.0;71.0;67.0
Idanha-a-Nova;5820.0;0.0;230.0;0.0;0.0;0.0;286.0;0.0;0.0;339.0;0.0;0.0;0.0;920.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4045.0;0.0;0.0;0.0;b>a>c>d>e;87.1;0.1;0.0;38.8;0.1;0.0;45.4;64432.0;31268.0;33164.0;356.0;14.0;11.0;14.0
Oleiros;3755.0;0.0;0.0;0.0;0.0;0.0;1614.0;0.0;0.0;54.0;0.0;0.0;0.0;2087.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;a>b>c>d>e;50.4;0.0;0.0;32.0;0.0;0.0;18.4;42869.0;24843.0;18027.0;91.0;6.0;4.0;6.0
Penamacor;3588.0;0.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2029.0;0.0;0.0;0.0;b>a>c>d>e;69.3;0.0;0.0;32.5;0.0;0.0;36.8;0.0;0.0;0.0;186.0;14.0;0.0;15.0
Proen•À_a-a-Nova;4818.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;980.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3738.0;0.0;0.0;0.0;a>b>c>d>e;59.6;0.0;0.0;27.7;0.0;0.0;31.9;74990.0;49015.0;25975.0;119.0;0.0;10.0;10.0
Vila Velha de R•À_d•À_o;2148.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;0.0;0.0;0.0;459.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1549.0;0.0;0.0;0.0;b>a>c>d>e;24.1;0.0;0.0;24.1;0.0;0.0;0.0;0.0;0.0;0.0;95.0;4.0;0.0;15.0
Abrantes;16685.0;1185.0;1089.0;0.0;0.0;0.0;0.0;0.0;0.0;2400.0;0.0;0.0;0.0;3389.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8622.0;0.0;0.0;0.0;a>b>c>d>e;4.8;0.0;0.0;0.0;0.0;0.0;4.8;360239.0;242453.0;117785.0;883.0;51.0;26.0;46.0
Alcanena;6975.0;0.0;0.0;0.0;0.0;0.0;1102.0;0.0;0.0;514.0;0.0;0.0;0.0;0.0;2178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3181.0;0.0;0.0;0.0;a>b>c>d>e;125.5;0.0;0.0;61.2;0.0;0.0;63.8;97449.0;55863.0;41586.0;415.0;24.0;18.0;36.0
Const•À_ncia;2270.0;0.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;1080.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;900.0;0.0;0.0;0.0;c>a>b>d>e;122.0;0.0;0.0;72.8;0.0;0.0;29.7;90659.0;69190.0;21469.0;172.0;9.0;9.0;7.0
Entroncamento;7779.0;931.0;522.0;0.0;0.0;0.0;0.0;0.0;0.0;968.0;0.0;0.0;0.0;1768.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3590.0;0.0;0.0;0.0;a>b>c>d>e;34.6;0.0;0.0;33.4;0.0;0.0;1.2;267443.0;181670.0;85773.0;485.0;41.0;19.0;28.0
Ferreira do Z•À_zere;4989.0;0.0;125.0;0.0;0.0;0.0;0.0;0.0;0.0;96.0;0.0;0.0;0.0;2527.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2241.0;0.0;0.0;0.0;b>a>c>d>e;57.6;0.0;0.0;26.8;0.0;0.0;30.8;38442.0;28867.0;9575.0;291.0;18.0;14.0;31.0
Ma•À_•À_o;4723.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;183.0;0.0;0.0;0.0;2642.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1788.0;0.0;0.0;0.0;b>a>c>d>e;84.2;0.0;0.0;41.2;0.0;0.0;43.0;35844.0;22231.0;13613.0;192.0;12.0;4.0;17.0
Our•À_m;21587.0;0.0;0.0;0.0;0.0;0.0;2680.0;0.0;0.0;741.0;0.0;0.0;0.0;0.0;9023.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9143.0;0.0;0.0;0.0;a>b>c>d>e;72.1;0.0;0.0;72.1;0.0;0.0;0.0;556288.0;318448.0;237840.0;1267.0;62.0;45.0;185.0
Sardoal;2468.0;0.0;0.0;0.0;0.0;0.0;497.0;0.0;0.0;66.0;0.0;0.0;0.0;1284.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;621.0;0.0;0.0;0.0;a>b>c>d>e;287.7;0.0;0.0;63.7;0.0;0.0;224.2;36748.0;25341.0;11407.0;99.0;3.0;5.0;9.0
Sert•À_;8803.0;0.0;384.0;0.0;0.0;0.0;160.0;0.0;0.0;141.0;0.0;0.0;0.0;5776.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2342.0;0.0;0.0;0.0;b>a>c>d>e;64.6;0.0;0.0;23.7;0.0;0.0;40.9;158224.0;98350.0;59874.0;413.0;34.0;31.0;14.0
Tomar;18112.0;585.0;560.0;0.0;0.0;0.0;3094.0;1369.0;0.0;1827.0;0.0;0.0;0.0;5198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5479.0;0.0;0.0;0.0;a>b>c>d>e;62.0;0.0;0.0;30.4;0.0;0.0;30.5;382031.0;273464.0;108567.0;1581.0;125.0;79.0;125.0
Torres Novas;15597.0;1697.0;587.0;0.0;0.0;0.0;0.0;0.0;0.0;2742.0;0.0;0.0;0.0;2931.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7640.0;0.0;0.0;0.0;a>b>c>d>e;49.9;0.0;0.0;44.0;0.0;0.0;6.0;592688.0;318200.0;274488.0;1126.0;77.0;62.0;87.0
Vila de Rei;1986.0;0.0;172.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;1096.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;664.0;0.0;0.0;0.0;b>a>c>d>e;42.3;0.0;0.0;42.3;0.0;0.0;0.0;25120.0;16823.0;8297.0;92.0;0.0;11.0;8.0
Vila Nova da Barquinha;3419.0;0.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;513.0;0.0;0.0;0.0;649.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2104.0;0.0;0.0;0.0;b>a>c>d>e;46.1;0.0;0.0;35.9;0.4;0.0;9.7;34499.0;27220.0;7279.0;189.0;5.0;12.0;0.0
Almeida;4678.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;2793.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1715.0;0.0;0.0;0.0;a>b>c>d>e;95.4;0.0;0.0;79.2;0.0;0.0;16.2;37230.0;24671.0;12559.0;248.0;13.0;13.0;7.0
Belmonte;3765.0;0.0;103.0;0.0;0.0;0.0;1064.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2298.0;0.0;0.0;0.0;b>a>c>d>e;49.1;0.0;0.0;27.0;0.0;0.0;22.1;43601.0;30173.0;13429.0;263.0;17.0;11.0;17.0
Celorico da Beira;5383.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;0.0;0.0;2317.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2951.0;0.0;0.0;37.0;a>b>c>d>e;59.4;0.0;0.0;33.8;0.0;0.0;25.5;51495.0;38732.0;12763.0;260.0;23.0;5.0;31.0
Covilh•À_;26920.0;503.0;0.0;0.0;0.0;0.0;8144.0;0.0;0.0;3166.0;0.0;0.0;0.0;4318.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10789.0;0.0;0.0;0.0;a>b>c>d>e;9.6;0.0;0.0;9.6;0.0;0.0;0.0;372129.0;267847.0;104281.0;1109.0;82.0;39.0;47.0
Figueira de Castelo Rodrigo;4329.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;1743.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2552.0;0.0;0.0;0.0;a>b>c>d>e;101.8;0.0;0.0;86.6;0.0;0.0;15.2;40024.0;27255.0;12769.0;253.0;15.0;8.0;4.0
Fornos de Algodres;3627.0;0.0;212.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;1613.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1771.0;0.0;0.0;0.0;b>a>c>d>e;38.3;0.0;0.0;27.7;0.0;0.0;10.6;31370.0;15118.0;16252.0;126.0;5.0;0.0;5.0
Fund•À_o;14686.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;0.0;1186.0;0.0;0.0;0.0;8572.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4134.0;0.0;0.0;331.0;b>a>c>d>e;287.1;0.0;0.0;272.3;1.1;0.0;12.3;216859.0;124885.0;91974.0;806.0;40.0;26.0;33.0
Gouveia;8547.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;385.0;0.0;0.0;0.0;0.0;4619.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3543.0;0.0;0.0;0.0;a>b>c>d>e;52.3;0.0;0.0;44.1;0.0;0.0;6.6;70120.0;46399.0;23720.0;393.0;23.0;18.0;15.0
Guarda;21817.0;871.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;925.0;576.0;0.0;0.0;0.0;12222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7223.0;0.0;0.0;0.0;a>b>c>d>e;72.9;0.0;0.0;55.5;0.0;0.0;13.6;404846.0;248873.0;155973.0;846.0;64.0;33.0;23.0
Manteigas;2335.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1144.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1094.0;0.0;0.0;0.0;a>b>c>d>e;42.4;0.0;0.0;36.4;0.0;0.0;6.3;0.0;0.0;0.0;97.0;14.0;5.0;0.0
M•À_da;3782.0;0.0;1186.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;704.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;455.0;0.0;0.0;0.0;1403.0;0.0;0.0;0.0;b>a>c>d>e;44.3;0.0;0.0;39.1;0.0;0.0;5.2;0.0;0.0;0.0;173.0;3.0;4.0;6.0
