Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidad‹os;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Voters Total;Voters Voting;Voters Abstention;Residents Total;Residents 0-14;Residents 15-64;Residents 65+;Population without Education;Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;Employees per Sector Construction;Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;Employees per Economic Sector Banks;Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;Unemployment <25
çgueda;21916.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;910.0;0.0;0.0;0.0;0.0;6899.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14107.0;0.0;0.0;0.0;a>b>c>d>e;43762.0;23521.0;20241.0;47249.0;6321.0;31385.0;9544.0;4116.0;5589.0;112.0;798.1;18344.0;434.0;45.0;9519.0;1114.0;3912.0;605.0;132.0;28.0;58.0;2719.2;402.4
Albergaria-a-Velha;12447.0;203.0;5701.0;0.0;0.0;0.0;0.0;0.0;0.0;379.0;0.0;0.0;0.0;4857.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1307.0;0.0;0.0;0.0;b>a>c>d>e;22811.0;13110.0;9701.0;24816.0;3545.0;16753.0;4518.0;2092.0;2783.0;71.0;804.1;7858.0;371.0;0.0;3283.0;754.0;1434.0;275.0;55.0;0.0;24.0;1321.9;178.8
Anadia;14383.0;0.0;556.0;0.0;0.0;0.0;6377.0;0.0;0.0;476.0;0.0;0.0;0.0;4846.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2128.0;0.0;0.0;0.0;b>a>c>d>e;28424.0;15395.0;13029.0;28501.0;3455.0;18165.0;6882.0;3342.0;3287.0;53.0;780.7;8557.0;863.0;0.0;3373.0;771.0;1421.0;424.0;57.0;15.0;28.0;1406.4;163.2
Aveiro;31529.0;1366.0;0.0;0.0;0.0;0.0;3480.0;0.0;0.0;1259.0;235.0;0.0;123.0;0.0;0.0;0.0;0.0;16694.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8372.0;0.0;0.0;0.0;a>b>c>d>e;70132.0;34330.0;35802.0;77452.0;11271.0;52525.0;13656.0;4769.0;10510.0;256.0;926.7;27386.0;438.0;15.0;7238.0;1429.0;5232.0;2742.0;357.0;0.0;116.0;4722.8;593.3
Estarreja;11411.0;0.0;0.0;0.0;0.0;0.0;978.0;0.0;0.0;1017.0;0.0;0.0;0.0;0.0;5253.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4163.0;0.0;0.0;0.0;a>b>c>d>e;24852.0;12214.0;12638.0;26633.0;3705.0;17664.0;5264.0;2402.0;2878.0;52.0;862.4;7172.0;352.0;0.0;2103.0;698.0;1452.0;536.0;59.0;13.0;25.0;1533.5;238.7
êlhavo;12868.0;598.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;719.0;0.0;0.0;0.0;6354.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4072.0;0.0;0.0;0.0;b>a>c>d>e;35792.0;14351.0;21441.0;38456.0;5755.0;26092.0;6610.0;2602.0;4761.0;81.0;839.5;11358.0;1069.0;36.0;4811.0;566.0;1649.0;647.0;69.0;0.0;44.0;2428.4;317.8
Murtosa;4620.0;0.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;0.0;0.0;0.0;3441.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;0.0;0.0;0.0;b>a>c>d>e;10068.0;4852.0;5216.0;10463.0;1662.0;6653.0;2148.0;1199.0;880.0;13.0;673.0;2185.0;457.0;0.0;463.0;213.0;347.0;148.0;26.0;0.0;14.0;492.3;72.6
Oliveira do Bairro;10116.0;0.0;4068.0;0.0;0.0;0.0;0.0;0.0;0.0;309.0;0.0;0.0;0.0;4799.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;940.0;0.0;0.0;0.0;b>a>c>d>e;21025.0;10891.0;10134.0;23400.0;3554.0;15132.0;4714.0;2341.0;2628.0;47.0;783.7;8009.0;337.0;11.0;3581.0;616.0;1741.0;335.0;58.0;23.0;29.0;1234.1;146.4
Ovar;23679.0;1218.0;753.0;0.0;0.0;0.0;0.0;0.0;0.0;1535.0;0.0;0.0;0.0;11202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8971.0;0.0;0.0;0.0;a>b>c>d>e;49791.0;25541.0;24250.0;55007.0;7928.0;38053.0;9026.0;3949.0;7022.0;151.0;783.3;17333.0;342.0;7.0;7634.0;928.0;3732.0;1112.0;108.0;12.0;50.0;4230.4;496.8
Sever do Vouga;7339.0;0.0;670.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;0.0;0.0;0.0;2916.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3593.0;0.0;0.0;0.0;b>a>c>d>e;11734.0;7759.0;3975.0;12063.0;1487.0;7715.0;2861.0;1212.0;1381.0;30.0;780.1;3607.0;246.0;14.0;1522.0;510.0;641.0;81.0;27.0;0.0;10.0;608.5;77.3
Vagos;11232.0;0.0;3903.0;0.0;0.0;0.0;0.0;0.0;0.0;238.0;0.0;0.0;0.0;5760.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1331.0;0.0;0.0;0.0;b>a>c>d>e;22651.0;11872.0;10779.0;22889.0;3283.0;15073.0;4533.0;2666.0;2486.0;58.0;748.7;6000.0;291.0;15.0;2159.0;591.0;1324.0;385.0;44.0;30.0;34.0;1026.5;143.3
Arganil;6458.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;407.0;0.0;0.0;0.0;3965.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2086.0;0.0;0.0;0.0;a>b>c>d>e;11271.0;7004.0;4267.0;11760.0;1244.0;7190.0;3327.0;1952.0;1249.0;21.0;670.6;2667.0;102.0;0.0;932.0;428.0;547.0;78.0;21.0;19.0;7.0;676.1;112.5
Cantanhede;17629.0;0.0;337.0;0.0;0.0;0.0;0.0;0.0;0.0;627.0;0.0;0.0;0.0;11293.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5372.0;0.0;0.0;0.0;b>a>c>d>e;36678.0;19094.0;17584.0;36312.0;4473.0;22853.0;8987.0;4846.0;4096.0;70.0;805.1;10953.0;1235.0;57.0;2778.0;1349.0;2426.0;552.0;95.0;44.0;40.0;1816.0;225.8
Coimbra;58506.0;0.0;2492.0;0.0;0.0;0.0;5906.0;0.0;925.0;7078.0;528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18946.0;0.0;0.0;0.0;0.0;22631.0;0.0;0.0;0.0;b>a>c>d>e;129060.0;63734.0;65326.0;138058.0;17452.0;90418.0;30188.0;9331.0;21230.0;478.0;900.6;38902.0;790.0;48.0;3784.0;2509.0;8883.0;2808.0;528.0;38.0;199.0;8692.3;1108.6
Condeixa-a-Nova;7037.0;625.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;526.0;0.0;0.0;0.0;1935.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3815.0;0.0;0.0;0.0;a>b>c>d>e;13924.0;7665.0;6259.0;17346.0;2729.0;11376.0;3241.0;1705.0;2438.0;39.0;735.2;3379.0;93.0;8.0;737.0;298.0;698.0;243.0;32.0;0.0;13.0;822.3;100.3
Figueira da Foz;25313.0;885.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2189.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8918.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13011.0;0.0;0.0;0.0;a>b>c>d>e;58844.0;28074.0;30770.0;61291.0;7908.0;39299.0;14084.0;6642.0;8623.0;132.0;874.2;17464.0;895.0;36.0;4507.0;2019.0;3298.0;1357.0;145.0;17.0;91.0;4374.1;524.8
G—is;2546.0;0.0;85.0;0.0;0.0;0.0;1143.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1287.0;0.0;0.0;0.0;b>a>c>d>e;3870.0;2717.0;1153.0;4100.0;447.0;2353.0;1300.0;830.0;393.0;5.0;620.8;841.0;92.0;0.0;136.0;251.0;155.0;27.0;0.0;0.0;4.0;187.2;27.6
Lous‹;7500.0;343.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;316.0;0.0;0.0;0.0;0.0;1442.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5399.0;0.0;0.0;0.0;a>b>c>d>e;15182.0;8134.0;7048.0;17385.0;2822.0;11542.0;3021.0;1314.0;2466.0;36.0;744.7;3552.0;87.0;0.0;987.0;374.0;812.0;231.0;37.0;0.0;15.0;1128.0;176.3
Mealhada;8854.0;165.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;751.0;0.0;0.0;0.0;0.0;0.0;0.0;3475.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4463.0;0.0;0.0;0.0;a>b>c>d>e;18847.0;9521.0;9326.0;20299.0;2741.0;13208.0;4351.0;1807.0;2644.0;42.0;739.1;5635.0;339.0;0.0;945.0;463.0;1013.0;304.0;42.0;25.0;17.0;1011.3;146.3
Mira;7106.0;0.0;67.0;0.0;0.0;0.0;866.0;0.0;0.0;87.0;0.0;0.0;0.0;3086.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3000.0;0.0;0.0;0.0;b>a>c>d>e;13194.0;7539.0;5655.0;12292.0;1552.0;7717.0;3024.0;1664.0;1340.0;35.0;711.9;3169.0;445.0;0.0;738.0;275.0;760.0;106.0;27.0;0.0;4.0;723.9;78.3
Miranda do Corvo;6600.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;583.0;0.0;0.0;0.0;0.0;2583.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3298.0;0.0;0.0;0.0;a>b>c>d>e;11292.0;6918.0;4374.0;13016.0;1668.0;8625.0;2724.0;1366.0;1640.0;21.0;661.1;2241.0;263.0;0.0;139.0;478.0;565.0;133.0;17.0;0.0;8.0;669.9;103.3
Montemor-o-Velho;12654.0;271.0;0.0;0.0;0.0;0.0;0.0;555.0;0.0;1498.0;0.0;0.0;0.0;0.0;4861.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5469.0;0.0;0.0;0.0;a>b>c>d>e;22920.0;13520.0;9400.0;25980.0;3275.0;16799.0;5906.0;3265.0;3402.0;30.0;681.4;4918.0;954.0;0.0;761.0;645.0;865.0;347.0;25.0;39.0;22.0;1716.3;215.8
Mort‡gua;5523.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;0.0;2563.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2451.0;0.0;0.0;0.0;b>a>c>d>e;10088.0;5777.0;4311.0;9392.0;1018.0;5789.0;2585.0;1437.0;934.0;22.0;758.0;2924.0;397.0;0.0;814.0;424.0;571.0;136.0;23.0;0.0;7.0;321.1;50.4
Oliveira do Hospital;11952.0;0.0;512.0;0.0;0.0;0.0;0.0;0.0;0.0;347.0;0.0;0.0;0.0;2714.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8379.0;0.0;0.0;0.0;b>a>c>d>e;19048.0;12579.0;6469.0;20407.0;2568.0;12879.0;4961.0;2695.0;2123.0;36.0;659.5;5249.0;151.0;19.0;1663.0;1093.0;1097.0;136.0;35.0;19.0;13.0;1127.5;191.9
Pampilhosa da Serra;2704.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;2363.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;312.0;0.0;0.0;0.0;a>b>c>d>e;4238.0;2843.0;1395.0;4286.0;318.0;2239.0;1729.0;1213.0;350.0;2.0;679.8;487.0;49.0;0.0;34.0;140.0;103.0;10.0;11.0;0.0;1.0;128.3;17.2
Penacova;8070.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;502.0;0.0;0.0;0.0;0.0;3178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4390.0;0.0;0.0;0.0;a>b>c>d>e;14941.0;8515.0;6426.0;14783.0;1704.0;9347.0;3732.0;2163.0;1437.0;15.0;687.7;2782.0;147.0;0.0;260.0;659.0;686.0;139.0;24.0;0.0;11.0;630.8;92.7
Penela;3185.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;0.0;0.0;1723.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;b>a>c>d>e;5301.0;3360.0;1941.0;5778.0;711.0;3401.0;1667.0;916.0;632.0;6.0;677.5;1449.0;92.0;0.0;293.0;212.0;221.0;134.0;0.0;0.0;3.0;276.1;32.6
Soure;10077.0;0.0;0.0;0.0;0.0;0.0;851.0;0.0;0.0;1063.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3960.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4203.0;0.0;0.0;0.0;a>b>c>d>e;18257.0;10700.0;7557.0;18620.0;2163.0;11236.0;5222.0;3205.0;2579.0;19.0;698.4;2941.0;251.0;0.0;606.0;282.0;761.0;123.0;20.0;10.0;9.0;911.4;121.1
T‡bua;6255.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;514.0;0.0;0.0;0.0;0.0;1902.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3839.0;0.0;0.0;0.0;a>b>c>d>e;10734.0;6689.0;4045.0;11893.0;1551.0;7569.0;2773.0;1575.0;1201.0;20.0;616.3;3456.0;126.0;0.0;1826.0;279.0;523.0;56.0;18.0;0.0;7.0;723.7;117.8
Vila Nova de Poiares;3525.0;0.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0;1283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2048.0;0.0;0.0;0.0;b>a>c>d>e;6310.0;3686.0;2624.0;7174.0;1030.0;4812.0;1333.0;803.0;867.0;18.0;688.6;2237.0;44.0;0.0;547.0;171.0;894.0;103.0;0.0;0.0;4.0;439.9;71.3
Alvai‡zere;4082.0;0.0;724.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;2503.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;810.0;0.0;0.0;0.0;b>a>c>d>e;7010.0;4323.0;2687.0;7102.0;736.0;4093.0;2274.0;1364.0;708.0;13.0;623.0;1933.0;105.0;0.0;270.0;379.0;411.0;22.0;22.0;0.0;5.0;315.8;55.0
Ansi‹o;6940.0;0.0;228.0;0.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;3641.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2851.0;0.0;0.0;0.0;b>a>c>d>e;12226.0;7383.0;4843.0;12835.0;1557.0;7947.0;3332.0;2027.0;1566.0;39.0;692.0;3228.0;108.0;8.0;799.0;591.0;703.0;88.0;31.0;12.0;22.0;686.8;98.7
Batalha;6576.0;0.0;863.0;0.0;0.0;0.0;0.0;0.0;0.0;303.0;0.0;0.0;0.0;4210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;b>a>c>d>e;14172.0;7623.0;6549.0;15812.0;2362.0;10455.0;2996.0;1478.0;2013.0;41.0;753.9;6979.0;232.0;86.0;1890.0;1324.0;1636.0;372.0;41.0;0.0;17.0;668.9;81.1
Castanheira de Pêra;1954.0;0.0;70.0;0.0;0.0;0.0;311.0;0.0;0.0;34.0;0.0;0.0;0.0;634.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;905.0;0.0;0.0;0.0;b>a>c>d>e;2931.0;2079.0;852.0;2983.0;294.0;1740.0;950.0;518.0;294.0;1.0;787.9;572.0;25.0;0.0;202.0;50.0;82.0;36.0;0.0;0.0;6.0;205.6;26.4
Figueir— dos Vinhos;4002.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;1764.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1783.0;0.0;0.0;0.0;b>a>c>d>e;6164.0;4233.0;1931.0;5986.0;616.0;3544.0;1827.0;1037.0;634.0;4.0;687.4;1026.0;70.0;0.0;124.0;209.0;276.0;26.0;0.0;0.0;5.0;444.2;75.3
Leiria;48900.0;1865.0;2639.0;0.0;0.0;0.0;0.0;0.0;0.0;2495.0;0.0;0.0;0.0;15735.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26166.0;0.0;0.0;0.0;b>a>c>d>e;113378.0;56503.0;56875.0;126163.0;18611.0;85091.0;22461.0;10931.0;17851.0;438.0;821.2;45735.0;1382.0;223.0;11307.0;6762.0;10211.0;3048.0;453.0;93.0;185.0;6642.8;876.8
Marinha Grande;14607.0;442.0;169.0;0.0;0.0;0.0;3646.0;0.0;0.0;3925.0;0.0;0.0;0.0;1680.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4745.0;0.0;0.0;0.0;a>b>c>d>e;33555.0;15856.0;17699.0;38705.0;5715.0;25425.0;7565.0;3198.0;5809.0;109.0;950.6;13772.0;65.0;0.0;6850.0;446.0;2301.0;1006.0;89.0;0.0;48.0;2131.0;274.8
Pedr—g‹o Grande;2185.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;1309.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;846.0;0.0;0.0;0.0;a>b>c>d>e;3604.0;2313.0;1291.0;3724.0;448.0;2094.0;1182.0;697.0;392.0;14.0;659.7;814.0;47.0;0.0;202.0;54.0;195.0;45.0;0.0;0.0;5.0;199.3;31.1
Pombal;22535.0;0.0;1528.0;0.0;0.0;0.0;0.0;0.0;0.0;789.0;0.0;0.0;0.0;13598.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6620.0;0.0;0.0;0.0;b>a>c>d>e;55115.0;24728.0;30387.0;54413.0;7306.0;34341.0;12766.0;8928.0;6453.0;129.0;745.3;17431.0;583.0;233.0;3473.0;3733.0;3694.0;609.0;123.0;102.0;90.0;2367.7;321.2
Porto de M—s;11279.0;0.0;466.0;0.0;0.0;0.0;0.0;0.0;0.0;459.0;0.0;0.0;0.0;3371.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6983.0;0.0;0.0;0.0;b>a>c>d>e;21653.0;12354.0;9299.0;24082.0;3454.0;15568.0;5061.0;2569.0;2801.0;47.0;766.0;7514.0;311.0;429.0;2493.0;954.0;1399.0;241.0;69.0;31.0;25.0;1263.1;146.5
Aguiar da Beira;4214.0;0.0;0.0;0.0;0.0;0.0;2231.0;0.0;0.0;34.0;0.0;0.0;0.0;1949.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;a>b>c>d>e;6648.0;4375.0;2273.0;5266.0;542.0;3283.0;1441.0;1236.0;514.0;8.0;604.0;1300.0;216.0;22.0;164.0;199.0;362.0;15.0;18.0;0.0;5.0;222.4;49.3
Carregal do Sal;5137.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1858.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2882.0;0.0;0.0;0.0;b>a>c>d>e;10038.0;5458.0;4580.0;9684.0;1309.0;6008.0;2367.0;1317.0;993.0;14.0;703.2;2362.0;177.0;0.0;813.0;251.0;383.0;81.0;19.0;0.0;6.0;581.5;87.9
Castro Daire;9389.0;0.0;392.0;0.0;0.0;0.0;0.0;0.0;0.0;151.0;0.0;0.0;0.0;3508.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5338.0;0.0;0.0;0.0;b>a>c>d>e;16462.0;9851.0;6611.0;14883.0;1919.0;9039.0;3925.0;2765.0;1262.0;28.0;638.6;2810.0;0.0;48.0;388.0;472.0;714.0;100.0;30.0;6.0;12.0;915.4;164.5
Mangualde;10548.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;347.0;0.0;0.0;0.0;0.0;3016.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7185.0;0.0;0.0;0.0;a>b>c>d>e;20265.0;11303.0;8962.0;19559.0;2642.0;12333.0;4585.0;2272.0;2135.0;32.0;738.6;6925.0;0.0;82.0;2624.0;492.0;993.0;140.0;45.0;0.0;17.0;1303.6;169.3
Nelas;7336.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.0;0.0;0.0;0.0;0.0;3490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3503.0;0.0;0.0;0.0;a>b>c>d>e;13823.0;7926.0;5897.0;13734.0;1830.0;8568.0;3336.0;1529.0;1601.0;20.0;804.0;3365.0;0.0;0.0;1249.0;296.0;569.0;141.0;31.0;0.0;8.0;893.4;122.6
Oliveira de Frades;5416.0;225.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;158.0;0.0;0.0;0.0;0.0;4125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;908.0;0.0;0.0;0.0;a>b>c>d>e;9370.0;5776.0;3594.0;10180.0;1487.0;6565.0;2129.0;1041.0;1132.0;28.0;865.9;5299.0;440.0;0.0;2744.0;521.0;802.0;131.0;32.0;0.0;13.0;494.1;78.1
Penalva do Castelo;5211.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;178.0;0.0;0.0;0.0;0.0;2265.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2768.0;0.0;0.0;0.0;a>b>c>d>e;8766.0;5458.0;3308.0;7737.0;897.0;4650.0;2191.0;1509.0;640.0;8.0;639.0;1559.0;362.0;31.0;155.0;391.0;213.0;23.0;0.0;0.0;1.0;435.6;72.4
Santa Comba D‹o;6300.0;0.0;307.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;2657.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3248.0;0.0;0.0;0.0;b>a>c>d>e;11511.0;6689.0;4822.0;11242.0;1409.0;6944.0;2889.0;1432.0;1255.0;12.0;705.1;2301.0;0.0;0.0;465.0;369.0;460.0;210.0;19.0;0.0;20.0;601.6;88.7
S‹o Pedro do Sul;10622.0;146.0;0.0;0.0;0.0;0.0;732.0;0.0;0.0;82.0;0.0;0.0;0.0;4164.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5498.0;0.0;0.0;0.0;a>b>c>d>e;17177.0;11042.0;6135.0;16429.0;2016.0;10070.0;4343.0;2341.0;1779.0;28.0;630.7;3229.0;267.0;0.0;665.0;407.0;676.0;142.0;23.0;21.0;19.0;881.8;155.8
S‡t‹o;7092.0;0.0;281.0;0.0;0.0;0.0;0.0;0.0;0.0;217.0;0.0;0.0;0.0;4096.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2498.0;0.0;0.0;0.0;b>a>c>d>e;13953.0;7470.0;6483.0;12204.0;1522.0;7862.0;2821.0;1913.0;1249.0;12.0;597.4;2362.0;0.0;8.0;480.0;486.0;448.0;71.0;18.0;0.0;5.0;690.5;106.4
Tondela;15079.0;0.0;1572.0;0.0;0.0;0.0;0.0;0.0;0.0;598.0;0.0;0.0;0.0;8720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4189.0;0.0;0.0;0.0;b>a>c>d>e;29109.0;16304.0;12805.0;28328.0;3282.0;17195.0;7851.0;3832.0;3073.0;55.0;777.8;7602.0;806.0;10.0;2444.0;839.0;1373.0;444.0;59.0;0.0;18.0;1149.2;196.7
